title,year,month,day,hour,minute,article,cleaned_text,label,location,latitude,longitude
"Cops issue over 100 tickets, urge drivers to obey motor vehicle laws",2024,3,1,15,48,"The police service is urging motorists to follow traffic laws after 104 tickets were issued in a recent operation. Conducted by officers from the North Eastern Division, including W-Insp Cummings, Insp Phillips, and Sgt Belliam, the operation targeted areas along the Eastern Main Road and Churchill Roosevelt Highway near San Juan on Wednesday night. Tickets were issued for various violations such as lacking inspection stickers, not wearing seatbelts, speeding, driving defective vehicles, and using electronic devices while driving. The initiative underscores the police's dedication to enhancing safety for pedestrians and drivers alike. More on this as it becomes available.",police service urging motorist follow traffic law ticket issued recent operation conducted officer north eastern division including winsp cummings insp phillips sgt belliam operation targeted area along eastern main road churchill roosevelt highway near san juan wednesday night ticket issued various violation lacking inspection sticker wearing seatbelt speeding driving defective vehicle using electronic device driving initiative underscore police dedication enhancing safety pedestrian driver alike becomes available,non-shooting,N/A,,
Two taken to hospital after shooting in Laventille,2024,3,1,12,44,"Two persons were shot in Laventille last night. The victims are said to be a 34-year-old man from Moses Avenue in San Juan and a 37-year-old man from Alexis Street in Morvant. According to police reports around 7:30 pm, police were informed that two men had checked into the Port of Spain General Hospital to be treated for gunshot wounds. One man was shot to the left leg and lower back, while the other was shot to the right foot. Police were directed to a black Toyota Yaris which was parked on the compound. The vehicle appeared to have been shot several times. The officers attempted to question both men but received conflicting reports of what transpired. Officers were told that around 7:15 pm that night they were in the Yaris which was proceeding along Pashley Street, when a group of men walked onto the roadway and opened fire on the vehicle. The driver reportedly sped away and drove both victims to the hospital upon realizing that they both had been shot. Cpl Forgenie is continuing inquiries. More on this as it becomes available.",two person shot laventille last night victim said yearold man moses avenue san juan yearold man alexis street morvant according police report around pm police informed two men checked port spain general hospital treated gunshot wound one man shot left leg lower back shot right foot police directed black toyota yaris parked compound vehicle appeared shot several time officer attempted question men received conflicting report transpired officer told around pm night yaris proceeding along pashley street group men walked onto roadway opened fire vehicle driver reportedly sped away drove victim hospital upon realizing shot cpl forgenie continuing inquiry becomes available,non-fatal shooting,Port spain,10.66,-61.508
Man gunned down in San Juan,2024,3,1,12,23,"Police are trying to identify the body of a man who was found in San Juan last night. The deceased has yet to be positively identified as of 9am today. Residents of Sunshine Avenue told the police that around 10pm, they heard a series of loud explosions. Upon investigating, they observed the bullet-riddled body of a man lying on the roadway in a pool of blood. The police and emergency health services were notified, however, the victim succumbed to his wounds. A team of officers from the North Eastern Division and the Homicide Bureau responded and are continuing inquiries. More on this as it becomes available.",police trying identify body man found san juan last night deceased yet positively identified today resident sunshine avenue told police around pm heard series loud explosion upon investigating observed bulletriddled body man lying roadway pool blood police emergency health service notified however victim succumbed wound team officer north eastern division homicide bureau responded continuing inquiry becomes available,non-shooting,N/A,,
Police investigating Arima murder ,2024,3,1,11,47,"Police said they currently have no motive for the murder of Carlos Sutherland. Sutherland was fatally shot yesterday afternoon along Mt Zion Road, Arima. Police were told that residents of the area heard a series of loud explosions and upon investigating they found Sutherland lying face down on the ground in a pool of blood. The police and emergency health services were notified, however, Sutherland died before their arrival. Several spent shells were found on the scene.",police said currently motive murder carlos sutherland sutherland fatally shot yesterday afternoon along mt zion road arima police told resident area heard series loud explosion upon investigating found sutherland lying face ground pool blood police emergency health service notified however sutherland died arrival several spent shell found scene,fatal shooting,Arima,10.6333,-61.2833
Woman fights off naked man during home invasion,2024,2,29,13,0,"Police said a 59-year-old woman had to call out for help to fight off a naked intruder who allegedly attempted to sexually assault her. Officers said a 21-year-old man was detained in connection with the incident. According to police reports, the woman was asleep in her bedroom at her Chaguanas home around 6:30 am on Tuesday morning, when she woke up after hearing a noise. The woman saw a man who she knew from the community in her bedroom - the man was allegedly naked. Police were told the suspect allegedly tried to undress the woman and sexually assault her. However, the woman screamed and raised an alarm. A male relative, who was in the house at the time, came to her aid and fought off the suspect - the suspect then fled the scene. The police were notified and officers from the Central Division responded. They were able to detain the suspect, who is said to be from Enterprise, a short distance away. The victim was advised to seek medical attention by law enforcement officers who responded. W-Cpl King is continuing inquiries. More on this as it becomes available.",police said yearold woman call help fight naked intruder allegedly attempted sexually assault officer said yearold man detained connection incident according police report woman asleep bedroom chaguanas home around tuesday morning woke hearing noise woman saw man knew community bedroom man allegedly naked police told suspect allegedly tried undress woman sexually assault however woman screamed raised alarm male relative house time came aid fought suspect suspect fled scene police notified officer central division responded able detain suspect said enterprise short distance away victim advised seek medical attention law enforcement officer responded wcpl king continuing inquiry becomes available,non-shooting,N/A,,
Doctor and teen son robbed in Cunupia home invasion,2024,2,29,11,44,"Police are searching for suspects following report of a home invasion in which a 47-year-old doctor and his 13-year-old son were allegedly robbed at gunpoint. Officials said the incident was reported around 1:30 am on Tuesday morning at the victim's home in Pt Pleasant Park, Cunupia. Police were told that the victims were asleep at their home when they were awakened by a loud noise. The three suspects confronted the victims - one of the men was said to be armed with a firearm. The assailants robbed the family of a quantity of cash and their mobile phones then fled the scene. Police said the victims were unharmed in this incident. PC Parks is continuing inquiries. More on this as it becomes available.",police searching suspect following report home invasion yearold doctor yearold son allegedly robbed gunpoint official said incident reported around tuesday morning victim home pt pleasant park cunupia police told victim asleep home awakened loud noise three suspect confronted victim one men said armed firearm assailant robbed family quantity cash mobile phone fled scene police said victim unharmed incident pc park continuing inquiry becomes available,non-shooting,N/A,,
Cops nab suspect after cruise ship passenger robbed of gold chain,2024,2,29,11,28,"The Trinidad and Tobago Police Service (TTPS) said a suspect who allegedly robbed a cruise ship passenger of a gold chain was swiftly apprehended yesterday in Port of Spain. In an update, the TTPS said around 11:35 am on February 28, the victim and her husband, passengers of the cruise ship ‘Emerald Princess’, were walking along Charlotte Street, Port of Spain, when a male suspect allegedly snatched a gold chain from around her neck.The suspect then ran along Charlotte Street onto Queen Street.PCs Bishop and Simmons who were on foot patrol along Charlotte Street, were alerted to the incident and gave chase and tThe suspect was apprehended at the corner of Queen and George Street and handed over to officers of the Central Police Station.The TTPS said investigations are ongoing.The TTPS added that officers of the Port of Spain Division with the assistance of the Capital City Patrol Unit will continue to carry out foot and mobile patrols in the Port of Spain district to keep citizens and visitors to these shores safe.",trinidad tobago police service ttps said suspect allegedly robbed cruise ship passenger gold chain swiftly apprehended yesterday port spain update ttps said around february victim husband passenger cruise ship emerald princess walking along charlotte street port spain male suspect allegedly snatched gold chain around neckthe suspect ran along charlotte street onto queen streetpcs bishop simmons foot patrol along charlotte street alerted incident gave chase tthe suspect apprehended corner queen george street handed officer central police stationthe ttps said investigation ongoingthe ttps added officer port spain division assistance capital city patrol unit continue carry foot mobile patrol port spain district keep citizen visitor shore safe,non-shooting,N/A,,
Ezekiel to be laid to rest; one charged in connection with his murder,2024,2,29,11,7,"Even as the funeral for 12-year-old Ezekiel Paria is expected to take place today, one man has been charged in connection with the incident that claimed his life. The funeral is expected to take place around 2pm along Laventille Road, Laventille - a short distance from where Paria was killed last Thursday. Police said that one of the two men detained following Ezekiel's killing was charged with the offences of firearm possession and ammunition possession. He was brought before a master of the High Court on Tuesday. Farai was then remanded and the matter was adjourned. The other suspect remains in custody, police said. Investigators are expected to approach the Office of the Director of Public Prosecutions (DPP) for advice this week on any further charges which could be laid against the two men.",even funeral yearold ezekiel paria expected take place today one man charged connection incident claimed life funeral expected take place around pm along laventille road laventille short distance paria killed last thursday police said one two men detained following ezekiel killing charged offence firearm possession ammunition possession brought master high court tuesday farai remanded matter adjourned suspect remains custody police said investigator expected approach office director public prosecution dpp advice week charge could laid two men,fatal shooting,Laventille,10.6572,-61.4956
US officials seize over 300 firearms bound for Caribbean,2024,2,29,10,29,"An operation headed by the US Department of Homeland Security resulted in the seizure of 318 firearms, 314 magazines, and almost 20,000 rounds of ammunition bound for CARICOM member states. Speaking at a media briefing on Wednesday following his return from the 46th CARICOM Heads of Government Conference, Prime Minister Dr Keith Rowley said over half a million shipments were inspected during the exercise, calledOperation Hammerhead, which was led by US Homeland Security in 2023. The exercise took place over the course of three weeks in September 2023 in an effort to crack down on the illicit firearms trade between the US and CARICOM member states. He said as of data received in January 2024, during the operation, 600,000 packages destined for CARICOM were assessed and given increased scrutiny. Of that number, 4,600 were deemed to require enhanced inspection, and following these inspections, 318 firearms, 314 magazines and 19,270 rounds of ammunition were found bound for the Caribbean. “One can only envisage what that would have added to the horror that we’re already experiencing. As a result of that exercise…we initiated and supported, 25 international firearms trafficking cases and indictments and arrests are anticipated for several persons in the United States. “There is a positive outcome to be had by working alongside the United States at the source end of the supply of the guns and ammunition. That is not what we picked up here…[it was detected] at that other end that was destined for us.” He said enhanced training in collaboration with The Caribbean Community (CARICOM) Implementation Agency for Crime and Security (IMPACS) and other entities is also being undertaken for national security personnel in dealing with these issues. “We’re being told by IMPACS that the threat being posed by obsolete and unsecured weapons is a threat.” He said other CARICOM states are also trying to reduce the threat of unsecured and obsolete weapons within the country; the initiative is being funded by the UK government. The US governmenthas launched several initiativesto address firearms trafficking, including at the legislative level, with the signing into law of the Bipartisan Safer Communities Act to dramatically increase criminal penalties for straw purchasers and US-sourced firearms trafficking.",operation headed u department homeland security resulted seizure firearm magazine almost round ammunition bound caricom member state speaking medium briefing wednesday following return th caricom head government conference prime minister dr keith rowley said half million shipment inspected exercise calledoperation hammerhead led u homeland security exercise took place course three week september effort crack illicit firearm trade u caricom member state said data received january operation package destined caricom assessed given increased scrutiny number deemed require enhanced inspection following inspection firearm magazine round ammunition found bound caribbean one envisage would added horror already experiencing result exercisewe initiated supported international firearm trafficking case indictment arrest anticipated several person united state positive outcome working alongside united state source end supply gun ammunition picked hereit detected end destined u said enhanced training collaboration caribbean community caricom implementation agency crime security impacs entity also undertaken national security personnel dealing issue told impacs threat posed obsolete unsecured weapon threat said caricom state also trying reduce threat unsecured obsolete weapon within country initiative funded uk government u governmenthas launched several initiativesto address firearm trafficking including legislative level signing law bipartisan safer community act dramatically increase criminal penalty straw purchaser ussourced firearm trafficking,non-shooting,N/A,,
"Cashier choked, robbed in Point Lisas bar ",2024,2,28,12,39,"A cashier at a bar in Point Lisas was choked until unconscious during a robbery yesterday. The incident reportedly occurred around 9:40am on Tuesday at Rampy's Bar in Atlantic Plaza, Point Lisas. The victim told police that a man was playing roulette in the bar, and then came to the cashier and claimed he won money. She checked the machine and informed the man that he actually had not won anything. The man reportedly became aggressive and assaulted the woman. She attempted to flee the scene but was grabbed by the suspect, who began choking her until she lost consciousness. The suspect escaped with a quantity of cash that represented the sales for the day, as well as the float. The woman, upon regaining consciousness, notified the police. WPC Carter Sammy is continuing inquiries.",cashier bar point lisas choked unconscious robbery yesterday incident reportedly occurred around tuesday rampys bar atlantic plaza point lisas victim told police man playing roulette bar came cashier claimed money checked machine informed man actually anything man reportedly became aggressive assaulted woman attempted flee scene grabbed suspect began choking lost consciousness suspect escaped quantity cash represented sale day well float woman upon regaining consciousness notified police wpc carter sammy continuing inquiry,non-shooting,N/A,,
Labourer shot dead in Rousillac,2024,2,28,12,32,"Police are investigating the murder of 32-year-old Keith Branker of Sobo Village, La Brea. He was employed as a labourer with the Siparia Regional Corporation. According to police reports around 8:15 am yesterday, Branker was with a group performing drainage works along Silver Stream Road, Aripero, Rousillac, when they were approached by two masked men. The suspects shot at Branker without warning before fleeing the scene. He died on the spot. A team of officers led by ASP Persad and Sgt Leotaud responded. Several spent and live rounds of ammunition were found at the location. WPC Valdez is continuing inquiries.",police investigating murder yearold keith branker sobo village la brea employed labourer siparia regional corporation according police report around yesterday branker group performing drainage work along silver stream road aripero rousillac approached two masked men suspect shot branker without warning fleeing scene died spot team officer led asp persad sgt leotaud responded several spent live round ammunition found location wpc valdez continuing inquiry,fatal shooting,Siparia,10.1333,-61.5
Man killed while playing roulette ,2024,2,28,11,24,"One man is dead following a shooting in San Juan last night. The deceased has been identified as Lyindee Aaron of San Juan. Around 7:20pm, Aaron was reportedly playing roulette at a minimart along Prizgar Road when he was confronted by two masked men. The suspects shot at Aaron several times before fleeing the scene in a red Nissan Note. Bystanders attempted to move the victim’s body from inside the establishment to take him to the hospital, but he died on the scene. A team of officers led by ASP Hernandez responded. Fourteen spent shells were found on the scene by crime scene experts.",one man dead following shooting san juan last night deceased identified lyindee aaron san juan around pm aaron reportedly playing roulette minimart along prizgar road confronted two masked men suspect shot aaron several time fleeing scene red nissan note bystander attempted move victim body inside establishment take hospital died scene team officer led asp hernandez responded fourteen spent shell found scene crime scene expert,fatal shooting,Unknown,,
"AC technicians assaulted, robbed; police searching for suspects",2024,2,28,10,54,"Police are searching for four men who robbed three AC technicians at gunpoint yesterday. The incident took place around midday along Picadilly Street in the vicinity of Simpsons’ Funeral Home. The victims, aged 25, 26, and 27, told police they went to the area to install two air conditioning units when they were confronted by the suspects. The victims were assaulted and robbed of their cash, cellular phones, and other items of value. The suspects then escaped. Descriptions of just two of the suspects were provided. Suspect one is a male of African descent, slim built, 5 feet 8 inches in height, with an afro hairstyle and chipped front tooth. He was reportedly wearing a blue long-sleeved jersey, black short pants, and a pair of black slippers. Suspect two is a male of African descent, slim built, 6 feet tall, with a brown complexion, plait hairstyle and wearing a red jersey. The area was canvassed by crime scene investigators and workable prints were found. Anyone with information that can lead to arrests is asked to contact the Besson Street police station. PC Cuffie is continuing inquiries.",police searching four men robbed three ac technician gunpoint yesterday incident took place around midday along picadilly street vicinity simpson funeral home victim aged told police went area install two air conditioning unit confronted suspect victim assaulted robbed cash cellular phone item value suspect escaped description two suspect provided suspect one male african descent slim built foot inch height afro hairstyle chipped front tooth reportedly wearing blue longsleeved jersey black short pant pair black slipper suspect two male african descent slim built foot tall brown complexion plait hairstyle wearing red jersey area canvassed crime scene investigator workable print found anyone information lead arrest asked contact besson street police station pc cuffie continuing inquiry,non-shooting,N/A,,
Murder in Laventille: Man found shot to death ,2024,2,28,10,44,"One man was shot dead in Laventille last night. The deceased has been identified as Kerwin Ashton aka Crash of East Dry River, Laventille. According to police reports, around 8:10pm residents of La Resource Road in the vicinity of Fromager Street, Laventille, heard a series of loud explosions. They then found Ashton lying on the roadway with what appeared to be multiple gunshot wounds. The police were notified and a team of officers led by Sup Nanoo responded. The body was ordered removed from the scene by a District Medical Officer.",one man shot dead laventille last night deceased identified kerwin ashton aka crash east dry river laventille according police report around pm resident la resource road vicinity fromager street laventille heard series loud explosion found ashton lying roadway appeared multiple gunshot wound police notified team officer led sup nanoo responded body ordered removed scene district medical officer,fatal shooting,Laventille,10.6572,-61.4956
Shots fired at victim during St James robbery,2024,2,27,14,49,"Gunmen opened fire at a 45-year-old man to prevent him from fleeing the scene during a robbery in St James. According to the 45-year-old victim, around 2:45am, he was near the Socar Auto Detailing Centre along Mucurapo Road in St James when two armed men approached him. Fearing for his life, he tried to turn and run but heard gunshots directed at him. With the situation escalating, he surrendered as the assailants announced a robbery. They allegedly took cash, iPhone, and other valuables before fleeing in a Nissan Wagon heading east on Mucurapo Road. The victim alerted the police with the help of bystanders. PC David is leading the investigation.",gunman opened fire yearold man prevent fleeing scene robbery st james according yearold victim around near socar auto detailing centre along mucurapo road st james two armed men approached fearing life tried turn run heard gunshot directed situation escalating surrendered assailant announced robbery allegedly took cash iphone valuable fleeing nissan wagon heading east mucurapo road victim alerted police help bystander pc david leading investigation,non-fatal shooting,Unknown,,
2 hospitalised after chopping incident in Golconda,2024,2,27,10,55,"Two men are warded at the San Fernando General Hospital following a chopping incident in Golconda. The incident was reported around 6pm on Sunday in the vicinity of the Golconda Recreational Grounds, police said. Two men, aged 40 and 42, were said to be liming in the area when they got into an argument. The argument soon became physical, during which both men armed themselves with cutlasses and dealt each other several chops about their bodies, each receiving injuries. The men were taken to San Fernando General Hospital via EHS and presently seeking medical attention. They are both said to be in serious, but stable condition. PC Matloo is continuing inquiries. More on this as it becomes available.",two men warded san fernando general hospital following chopping incident golconda incident reported around pm sunday vicinity golconda recreational ground police said two men aged said liming area got argument argument soon became physical men armed cutlass dealt several chop body receiving injury men taken san fernando general hospital via ehs presently seeking medical attention said serious stable condition pc matloo continuing inquiry becomes available,non-shooting,N/A,,
Woman robbed while buying ice cream,2024,2,27,10,33,"Police said a 50-year-old woman was attacked and robbed at gunpoint in Cunupia on Sunday evening while buying ice cream. The incident occurred around 6:30 pm as she was leaving a shop along Boy Cato Road after making her purchase. Two masked men approached her as she tried to enter her silver Toyota Axio. One of the assailants brandished a firearm and demanded her belongings. They assaulted her, taking her keys before fleeing in her vehicle. The victim reported the incident to the police, who responded to the scene. She was advised to seek medical attention for her injuries. PC Ram is leading the investigation. More on this as it becomes available.",police said yearold woman attacked robbed gunpoint cunupia sunday evening buying ice cream incident occurred around pm leaving shop along boy cato road making purchase two masked men approached tried enter silver toyota axio one assailant brandished firearm demanded belonging assaulted taking key fleeing vehicle victim reported incident police responded scene advised seek medical attention injury pc ram leading investigation becomes available,non-shooting,N/A,,
Triple murder in Maraval; vehicle blocked and occupants ambushed,2024,2,27,10,1,"Three men were shot dead in Maraval yesterday evening. The deceased have been identified as Antonio Trim of Cascade, Jevon Peters of Barataria, and Kirby Victor of Beetham Gardens. They were fatally shot in a confrontation along Moraldo Street, just after 5pm on Monday. The men reportedly went into the community to engage with persons from the area. According to reports, a disagreement unfolded and a white truck was used to block the roadway to prevent the men from escaping. Gunmen then opened fire on the black SUV that the trio arrived in. Two of the victims were killed in the vehicle and the third attempted to escape on foot, but was shot while fleeing. He managed to make it to the Saddle Road where he collapsed and died. In the melee, a vehicle crashed along the Saddle Road on the pavement near Moraldo Street. The police were notified and officers from the Western Division, the Homicide Bureau, and the Northern Division, responded to the report. Officers conducted immediate grid searches in the area, however, the suspects in the shooting incident could not be located. Crime scene investigators recovered several spent 5.56mm and 9mm shells at the scene. The incident led to traffic along the Saddle Road - both in northern and southern directions - from 5pm until about 10pm yesterday as crime scene investigators attempted to record the scene. It was noted that none of the deceased are from the community. Information provided, which officials stressed is not intelligence, is that the three individuals came into the area to 'interfere' with persons from the area. However, they were recognised and preemptively targeted. Postmortems are carded to take place this week at the Forensic Science Centre in St James. Anyone with information that can lead to the arrests of the individuals responsible for Monday's incident is asked to contact the Maraval police station or the Homicide Bureau. Information can also be given anonymously via 555 or 800-TIPS.",three men shot dead maraval yesterday evening deceased identified antonio trim cascade jevon peter barataria kirby victor beetham garden fatally shot confrontation along moraldo street pm monday men reportedly went community engage person area according report disagreement unfolded white truck used block roadway prevent men escaping gunman opened fire black suv trio arrived two victim killed vehicle third attempted escape foot shot fleeing managed make saddle road collapsed died melee vehicle crashed along saddle road pavement near moraldo street police notified officer western division homicide bureau northern division responded report officer conducted immediate grid search area however suspect shooting incident could located crime scene investigator recovered several spent mm mm shell scene incident led traffic along saddle road northern southern direction pm pm yesterday crime scene investigator attempted record scene noted none deceased community information provided official stressed intelligence three individual came area interfere person area however recognised preemptively targeted postmortem carded take place week forensic science centre st james anyone information lead arrest individual responsible monday incident asked contact maraval police station homicide bureau information also given anonymously via tip,fatal shooting,Unknown,,
Man found unconscious with wound to head,2024,2,26,15,16,"Police are investigating a report in which a man was found unconscious in Penal with a wound to his head. Police received a report around 4am on Saturday that a man was observed lying on the ground in a pool of blood near First Citizen's Bank off Rock Road in Penal. When officers responded, they found the individual bleeding from a wound to his head. The injured man was conveyed to the San Fernando General Hospital and was treated. He was reportedly in a semi-comatose state, and as a result, the authorities couldn't get any information on how he was injured or his identity. The man was described as being of East Indian descent, slim built, light brown complexion, short curly hair and was clad in a black vest and long black trousers. Anyone with information on this individual is asked to contact the Penal Police Station.",police investigating report man found unconscious penal wound head police received report around saturday man observed lying ground pool blood near first citizen bank rock road penal officer responded found individual bleeding wound head injured man conveyed san fernando general hospital treated reportedly semicomatose state result authority couldnt get information injured identity man described east indian descent slim built light brown complexion short curly hair clad black vest long black trouser anyone information individual asked contact penal police station,non-fatal shooting,San fernando,10.2833,-61.4667
"Cops detain suspect, recover stolen vehicles during exercises",2024,2,26,14,39,"Police detained one larceny motor vehicle suspect and recovered three stolen vehicles, in separate incidents across various policing divisions yesterday. In a statement, the Trinidad and Tobago Police Service (TTPS) said officers of the Stolen Vehicle Squad conducted an intelligence-led exercise between 4pm and 5:45 pm on February 25, 2024. A search warrant was executed at a Bonne Aventure Road, Williamsville address, where officers observed one white Tiida hatchback without an affixed license plate. Following a search of the licensing database, officers determined the vehicle was the subject of a Robbery with Aggravation, reported to the Central Police Station in the Port of Spain Division. One suspect, a 46-year-old straightener/painter, also from Bonne Aventure Road, was detained in connection with the find. Earlier that day, between 10am and 2pm, in the Central Division, a Roving Road Block Exercise was conducted by officers of the Central Division Task Force (CDTF), Area North, with emphasis on the Southern Main Road, Enterprise, Chin Chin Road, Cunupia and Monroe Road. During the exercise, a wireless transmission was received from the E999 Command Centre in relation to a suspicious vehicle parked along Royal Palm Avenue, Penco Lands, Longdenville. The CDTF officers observed a white Nissan Tiida parked along the roadway with the left side rear glass smashed, a tampered ignition, and identification plates affixed with mounting tape. Further checks revealed that the vehicle was stolen from the Rio Claro district the previous day. The vehicle was then conveyed to the Chaguanas Police Station and processed by CSI officers. Rio Claro Criminal Investigations Department (CID) is continuing inquiries. In the Northern Division, officers of the Arima CID conducted an intelligence[1]led exercise between 9 pm and 10:30 pm, which led them to Mendez Road,in the vicinity of the Samaroo Village Community Centre. There, the officers observed a silver Tiida parked in the parking lot of the centre - the vehicle had been reported stolen during a Robbery with Aggravation in the Arouca District. The vehicle was then taken to the Arouca Police Station for further processing. Inquiries are continuing into these matters.",police detained one larceny motor vehicle suspect recovered three stolen vehicle separate incident across various policing division yesterday statement trinidad tobago police service ttps said officer stolen vehicle squad conducted intelligenceled exercise pm pm february search warrant executed bonne aventure road williamsville address officer observed one white tiida hatchback without affixed license plate following search licensing database officer determined vehicle subject robbery aggravation reported central police station port spain division one suspect yearold straightenerpainter also bonne aventure road detained connection find earlier day pm central division roving road block exercise conducted officer central division task force cdtf area north emphasis southern main road enterprise chin chin road cunupia monroe road exercise wireless transmission received e command centre relation suspicious vehicle parked along royal palm avenue penco land longdenville cdtf officer observed white nissan tiida parked along roadway left side rear glass smashed tampered ignition identification plate affixed mounting tape check revealed vehicle stolen rio claro district previous day vehicle conveyed chaguanas police station processed csi officer rio claro criminal investigation department cid continuing inquiry northern division officer arima cid conducted intelligenceled exercise pm pm led mendez roadin vicinity samaroo village community centre officer observed silver tiida parked parking lot centre vehicle reported stolen robbery aggravation arouca district vehicle taken arouca police station processing inquiry continuing matter,non-shooting,N/A,,
Teen shot in Belmont,2024,2,26,14,24,A 19-year-old is hospitalised after he was shot in Belmont. The incident was reported at 1am on Saturday along the Belmont Valley Road in Belmont. The victim told police he was walking along the roadway going home when he heard a series of explosions. He soon felt burning sensations and realised he was shot. The victim was able to raise an alarm and residents notified the police and emergency health services. The injured teen was taken to the Port of Spain General Hospital for treatment. His condition was listed as stable up to 9am today.,yearold hospitalised shot belmont incident reported saturday along belmont valley road belmont victim told police walking along roadway going home heard series explosion soon felt burning sensation realised shot victim able raise alarm resident notified police emergency health service injured teen taken port spain general hospital treatment condition listed stable today,non-fatal shooting,Port spain,10.66,-61.508
Venezuelan woman fatally stabbed in Cunupia,2024,2,26,12,44,"A 26-year-old Venezuelan woman was killed after an argument she had with another woman along the Southern Main Road, Cunupia on Sunday.Police said Isabella Lusado was fatally stabbed outside an apartment building along the Southern Main Road in Cunupia, near King Sultan Auto Supplies.According to reports, Lusado was seen arguing with another woman, who left and returned shortly after.The woman approached Lusado, who was seated in front of her apartment, and hit her three times to the face.Lusado reportedly pulled out a blade that she had on her, and stabbed the woman in the left shoulder in self-defense.The suspect then fled the scene.She returned once again, this time with a man known to her, armed with a knife herself.The two confronted Lusado, assaulted her, and stabbed her.The male suspect, police said, was seen holding the knife at the end of the altercation.Both suspects then fled the scene.Eyewitnesses notified the police and emergency health services and Lusado was rushed to the Chaguanas District Health Facility where she was treated.She died that afternoon.Officers from the Central Division and the Homicide Bureau were notified and dispatched to the location of the confrontation.Searches were conducted for the man and woman who allegedly confronted Lusado, however, they could not be located.Checks were also made at several medical institutions in the immediate districts and surrounding policing divisions.Despite this, police said that arrests are imminent.A post-mortem is carded to take place this week at the Forensic Science Center in St James in keeping with the investigatory process.",yearold venezuelan woman killed argument another woman along southern main road cunupia sundaypolice said isabella lusado fatally stabbed outside apartment building along southern main road cunupia near king sultan auto suppliesaccording report lusado seen arguing another woman left returned shortly afterthe woman approached lusado seated front apartment hit three time facelusado reportedly pulled blade stabbed woman left shoulder selfdefensethe suspect fled sceneshe returned time man known armed knife herselfthe two confronted lusado assaulted stabbed herthe male suspect police said seen holding knife end altercationboth suspect fled sceneeyewitnesses notified police emergency health service lusado rushed chaguanas district health facility treatedshe died afternoonofficers central division homicide bureau notified dispatched location confrontationsearches conducted man woman allegedly confronted lusado however could locatedchecks also made several medical institution immediate district surrounding policing divisionsdespite police said arrest imminenta postmortem carded take place week forensic science center st james keeping investigatory process,fatal shooting,Chaguanas,10.5167,-61.4167
Man stabbed to death in Sangre Grande,2024,2,26,11,22,"A 36-year-old man was stabbed to death in Sangre Grande . The deceased has been identified as Ancil Ramkissoon of Graham Trace in Sangre Grande. According to police reports, at 12:10am, Ramkissoon was standing near a burger cart along the Eastern Main Road near East Lime Casino when he got into a confrontation with another man. The suspect pulled out a sharp instrument - suspected to be a knife - and stabbed Ramkissoon several times about the body. Ramkissoon fell to the ground and died on the scene. The suspect fled. The police were notified and officers from the Sangre Grande Police Station and the Homicide Bureau, led by Snr Sup Khan, responded.",yearold man stabbed death sangre grande deceased identified ancil ramkissoon graham trace sangre grande according police report ramkissoon standing near burger cart along eastern main road near east lime casino got confrontation another man suspect pulled sharp instrument suspected knife stabbed ramkissoon several time body ramkissoon fell ground died scene suspect fled police notified officer sangre grande police station homicide bureau led snr sup khan responded,fatal shooting,Sangre grande,10.5833,-61.1167
Man in serious condition after Enterprise shooting,2024,2,26,5,0,"A 46-year-old man is warded in a serious condition following a shooting incident in Enterprise. The victim told police that around 4:30 pm Saturday, he was walking along Dass Trace when upon reaching the vicinity of the Recreational Grounds, he observed a white Toyota Axio pull up next to him. He said that he then heard a series of loud explosions and felt burning sensations in his left leg and abdomen. He fell to the ground and the vehicle sped away. Residents of the area notified the police and emergency health services and the victim was taken for medical treatment. More on this as it becomes available.",yearold man warded serious condition following shooting incident enterprise victim told police around pm saturday walking along das trace upon reaching vicinity recreational ground observed white toyota axio pull next said heard series loud explosion felt burning sensation left leg abdomen fell ground vehicle sped away resident area notified police emergency health service victim taken medical treatment becomes available,non-shooting,N/A,,
