title,year,month,day,hour,minute,article
"Man shot by cop after allegedly resisting search, pulling out gun",2024,3,8,13,54,"One man was shot in a confrontation with police in Port of Spain. The incident was reported at 6:35am on Wednesday along Duncan Street. A police sergeant was walking along the roadway heading to work when he observed a man standing near Building 47, acting suspiciously. The suspect was repeatedly readjusting his pants as though there was something heavy in it, reports said. The officer confronted the suspect after identifying himself. The suspect, a 34-year-old man from the area, reportedly became irate. He allegedly fought off the attempt to search him. A crowd soon gathered, the report said, with residents trying to pull the 34-year-old away from the scene. However, he fell to the ground. He reportedly pulled out a silver firearm that was tucked in his waist line. The police sergeant drew his licensed firearm and discharged it at the man - in keeping with the use of force policy. The suspect was hit. The sergeant then called for backup and officers of the Port of Spain Task Force as well as the Inter Agency Task Force responded. The injured man was conveyed to the Port of Spain General Hospital where he was treated. He's in a stable condition and has been placed under police guard until he can be discharged. The scene of the confrontation was contained, and the silver firearm was reportedly seized by law enforcement. It was loaded with five .357 mm rounds. Crime scene experts also recovered a spent 9 mm shell that is believed to have originated from the discharge of the licensed firearm. The scene was visited by a team of officers from the Port of Spain Division including ASP Soodeen, Insp Sooklalsingh, and Sgt Bhagwandeen. Once the suspect is discharged from the hospital he will be placed on identification parades. He's expected to be charged with possession of a firearm, possession of ammunition, assaulting a police officer in the pursuit of his duties, and resisting arrest. He will then be brought before a Port of Spain Magistrate. No one else was arrested in this incident."
Man killed in suspected hit and run in Cocorite,2024,3,8,12,31,"An unidentified man was killed in an accident this morning in Cocorite. The incident was reported at 5am today along the westbound lane of the Audrey Jeffers Highway, just before the foreshore lookout. Drivers observed the body of a man lying on the roadway and notified the police. Investigators suspect that the victim may have been killed in a hit-and-run accident. Officers from the Western Division responded and the body was viewed by a district medical officer and ordered removed from the scene. Police have yet to identify the deceased up to midday today."
Pharmacist allegedly kidnapped and robbed,2024,3,8,11,40,"Central Division police are investigating a report of an alleged kidnapping and robbery. The incident took place around 3pm yesterday near Mid Center Mall in Chaguanas. The victim, a pharmacist, told police that he went with a friend to the area to meet with a group of people who had reached out to him via social media for the sale of his white BMW 320i. When they met with the group, they were reportedly assaultedand bundled into the BMW at gunpoint. The assailants reportedly took the pharmacist and his friendto Penal and threatened them for cash and valuables. After about two hours, the suspects left the victims in Penal and drove off in the BMW. The victims were able to raise an alarm and with the aid of residents, they were taken to a nearby police station where a report was made."
Close call: Man runs from gunmen during shooting,2024,3,7,14,30,"A 32-year-old man had a narrow escape after he was shot at in Dinsley Gardens last night. The victim told police that he was in his black Nissan Navara in the yard of his home along Eighth Street East when he observed two men holding firearms approaching him. The suspects opened fire on the victim, hitting his van. The victim exited the vehicle and ran for safety. He soon realized he had been injured and notified the police and the emergency health services. The injury sustained was said to have been from exiting the vehicle and running for cover, and not from the gunfire, police said. A team of officers from the Arouca police station, led by ASP Ramharrack, responded. Several spent shells were found in the yard of the home and recovered. The vehicle also sustained significant damages, police said. Police have no motive for this incident. PC Vitalis is continuing inquiries. More on this as it becomes available."
Petit Valley man killed in highway shooting,2024,3,7,14,0,"Commuters on the Churchill Roosevelt Highway this morning experienced some heavy traffic as crime scene investigators cordoned off part of the roadway following a brazen shooting that claimed the life of one man. The deceased has been identified as Richard Wade Mark of Second Street, off Ravine Road in Petit Valley. He also had an address along Morne Coco Road in Petit Valley. According to police reports, around 12:01 am today, the victim was in a white Nissan Wingroad with two other individuals driving west along the Churchill Roosevelt Highway. Upon reaching the vicinity of KFC in Valsayn, they saw a dark-coloured motor vehicle pull up next to them. The occupants of this car opened fire on the Wingroad, prompting the driver to take cover and speed away. He drove for a while, before coming to a stop near the Cipriani Labour College walkover after he heard Mark scream out in pain. The suspect's vehicle, police were told, continued driving. The police and emergency health services were notified, however, Mark died on the scene before their arrival. The area was cordoned off, leading to traffic for commuters proceeding west along the highway. Upon questioning the occupants of the car, it was learned that Mark had also been shot at in Trincity earlier that night. The occupants of the car, who are said to be from the Port of Spain and Petit Valley communities, told investigators that sometime before 11 pm on Wednesday, they received a call from Mark who informed him that he had been shot at by a group of persons. He called his friends for assistance in being taken safely from the area. It is suspected that he was still pursued by the gunmen and he met his demise by the same group of persons who had targeted him earlier. As a result, police were also dispatched to that scene. The other two men who were in the vehicle at the time, police said, escaped without injury. A team of officers led by ASP Ramharrack and Sgt Perez responded. Crime scene experts recovered 13 spent .40mm calibre shells at the scene of the shooting, as well as one deformed 40mm calibre projectile. A post-mortem has been ordered in keeping with the investigatory process. W/Cpl Thompson is continuing inquiries."
URP foreman shot dead near Diego Martin home,2024,3,7,12,9,"A 55-year-old man was shot dead in Diego Martin yesterday afternoon. The deceased has been identified as Vince Deckle of River Estate in Diego Martin. He was said to be a foreman with the Unemployment Relief Programme (URP). Police were told that around 3pm yesterday, he was walking towards his vehicle which was parked on the roadway near his home when he was confronted by a lone suspect. Several loud explosions were heard and the suspect was seen fleeing the scene. Deckle AKA 'Dublo' was found bleeding from gunshot wounds about the body. The police and emergency health services were notified and the injured man was taken to the St James District Hospital for treatment. However, he succumbed to his injuries. Crime Scene Investigators processed the scene and recovered several spent shell casings. More on this as it becomes available."
Results of post mortem on retired British actress expected today,2024,3,7,11,47,"Update: Relatives have confirmed that quantities of jewellery are missing from the home of former British actress Viscella “Vikki” Richards. Richards was found dead at her home in Valsayn on Wednesday. Her body was brought to the Forensic Science Center in St James yesterday where a post mortem will be performed. The results are expected today. While police noted that the house was ransacked, they had not been informed if any items were missing from the home as of Thursday. Yesterday, relatives confirmed that jewellery belonging to the 79-year-old woman, could not be accounted for. Further checks are expected to be made at the home to determine if other items are missing. Richards is believed to have died during a home invasion, police said. While bruises were observed on her face and body, police said that they could not say definitively how she would have sustained these injuries - if by a fall or by being attacked during the robbery. As a result, a post mortem was ordered to confirm the cause of death. Original article: Police are investigating after a woman was found lying in a pool of blood at her Valsayn home on Wednesday. Authorities said Viscella  Richards, 79, of Valsayn Avenue in Valsayn North, was discovered by a friend who went to check on her. According to police reports, the friend said they had not heard from Richards since Tuesday morning which was unlike her. As a result, they went to check on her on Wednesday. Around 12:15 pm on Wednesday, they arrived at her home with a plate of food, and called out her name to get her attention. However, she did not respond. They then observed that a door on the southern side of the home was open. They made their way inside her home and soon realized that the living room and kitchen had been ransacked. They made checks and found Richards lying on the ground in one of the bedrooms of her home in a pool of blood. She was unresponsive. They immediately notified the police and a team of officers from the Northern Division as well as the Homicide Bureau of Investigations, led by ASP Ramharrack, Insp Highly, W-Insp Sylvester, W-Sgt Robinson Mottley, Sgt Ramoutar, and Sgt Elvin, among others, responded. When officers arrived, they found Richard's body in a bedroom on the eastern side of the home. She was lying on her back and there were visible injuries about her body. The body was viewed by a district medical officer and ordered removed from the scene. A postmortem has been ordered to confirm the cause of death, in keeping with the investigatory process. While it was suspected that she may have been beaten to death, the post mortem will confirm how she died. Crime scene investigators scoured the scene and found workable fingerprint impressions at the scene. This information is expected to be placed into the criminal database with the hope that it could be linked to persons who would have been fingerprinted in the past. The crime scene experts also found items of value including white surgical gloves at the home, and other items which did not appear to be owned by Richards. Requests were said to have been made for CCTV camera footage from residences and businesses in the area. Police suspect that Richards may have been killed in a robbery gone wrong. Richards was said to be a successful actress who performed in the United Kingdom for several years. She had been living in Trinidad for about 20 years. She lived alone, police were told. The incident has left residents of the area concerned, as it was noted that the area was patrolled by security officials twice a day. PC Matthews is continuing inquiries. More on this as it becomes available."
Man stabbed to death in St Augustine ,2024,3,7,11,35,"A 50-year-old man is dead following a stabbing incident in St Augustine. The deceased has been identified as Marvin Monticeux. Police were told that around 1:05 am, people were at a home along St Augustine Circular Road when they heard a commotion. Upon investigating, they saw Monticeux running out of a room, covered in blood. He said he had been stabbed, before collapsing. The police and emergency health services were notified. However, when officials arrived Monticeux had already succumbed to his wounds. Officials from the Homicide Bureau, led by ASP Ramharack and Sgt Perez responded. The body was examined by a district medical officer who observed an apparent stab wound to the lower left abdomen. A cutlass was also found under his body. The weapon was seized and the body was ordered removed from the scene. More on this as it becomes available."
$300k worth of high-grade marijuana seized in Couva,2024,3,7,7,6,"Central Division officers made further inroads in the fight against illegal narcotics when they seized over five kilograms of high-grade marijuana and a quantity of ammunition, during an intelligence-led exercise in Couva. The Trinidad and Tobago Police Service (TTPS) said between 4-7 am on March 5, officers of the Central Division Task Force (CDTF), Area South, conducted an intelligence-led exercise, focusing on a known drug block in the vicinity of Railway Road, Couva. During a search near the riverbank, the officers found a green backpack, which contained nine black rectangular packages, each containing high-grade marijuana. A further search of the area unearthed 15 packages of varying sizes, all containing high-grade marijuana. The team also found 15 rounds of 7.62mm ammunition, along with a plastic bag containing a vacuum seal machine, two scales and a quantity of plastic bags. The marijuana, which weighed 5.44 kilograms, with an estimated street value of $300,000, along with the ammunition and the other items, were conveyed to Couva Police Station. PC Marshall is continuing inquiries. This exercise was coordinated by Snr. Supt. Simon, Supt. Gyan, Supt. Baird, ASP Ablacksingh and Inspector Sylvan and carried out by members of the CDTF, Area South and the K9 Unit."
Update: Man injured in shooting near Barataria school,2024,3,6,15,30,"Update March 7, 2024: The bullet-riddled vehicle which caused serious traffic delays yesterday afternoon along the Barataria roundabout was part of a shooting that took place along the Eastern Main Road in the vicinity of the Beetham Government Primary School. Police said that a 42-year-old man was driving in an easterly direction in his grey Honda City when upon reaching the vicinity of the school, a masked man holding a firearm approached him while he was in traffic. The victim told police the man approached the window on the driver's side. However, on seeing the firearm the victim attempted to drive off. He then heard several loud explosions and felt burning sensations in his right lower back. Out of fear for his life, he continued driving. He told police that in his mind he was attempting to drive either to a police station or to a hospital. However, while navigating the maritime roundabout, he observed a police vehicle - he stopped and hailed them down and informed them of what transpired. PC Brown and PC Simon, who were attached to the North Eastern Division, observed the injured man and that the vehicle had damage typically associated with gunfire. They took the injured man, who is from Chaguanas and said to be an operator with BPTT, to the Eric Williams Medical Sciences Complex. The victim was treated and is said to be in a serious condition. Due to the pain the victim was in a statement could not be taken at the time, and investigators were advised to return on another day. Officers of the Besson Street police station were notified and a team led by PC Cuffie, PC McIntosh, and PC Braithwaite responded. The vehicle was examined by crime scene experts and then was removed from the scene and taken to the Besson Street police station. However, this process led to a build-up in traffic along the roundabout and the immediate vicinity which led to traffic in the area for over two hours. Police have no motive for the shooting, but based on initial intelligence, it was said that the victim appeared to have been shot in a robbery gone wrong. PC Cuffie is continuing inquiries. More on this as it becomes available. Original story: Police are at the scene near the Maritime roundabout, Barataria, where shots were reportedly fired at a vehicle. According to initial reports, the vehicle was shot at earlier this afternoon near the ramp of the Barataria roundabout leading to the Churchill Roosevelt Highway. Drivers heading east, including via the Lady Young Road, are advised of traffic delays as a result. More as this story is updated."
Man injured after argument leads to shooting,2024,3,6,15,0,"A 19-year-old man was shot in Gasparillo last night. The victim told police that around 9pm he was in the vicinity of Warden Road Junction with a group of men when he got into a verbal argument with one of his friends. During the confrontation, the suspect pulled out a firearm and shot at the 19-year-old. The suspect then fled the scene on foot. The teenager felt a burning sensation in his lower left leg and realized he had been shot. He raised an alarm and was conveyed to the San Fernando General Hospital. He was treated and up to 9am Wednesday, his condition was said to be stable. Searches were done for the suspect, however, he could not be located. PC Ramsaroop is continuing inquiries. More on this as it becomes available."
Man in serious condition after Fyzabad shooting,2024,3,6,12,46,"A 37-year-old man is warded in a serious condition after he was shot last night in Fyzabad. The victim told police that he was parked along the Southern Main road in the vicinity of the Fyzabad Health Center when he was confronted by two masked men. One of the men attempted to enter the victim's vehicle. However, the victim resisted when the man reached out for him. A scuffle ensued, and the victim said he heard a series of loud explosions. He then felt a burning sensation in his left leg. The front of his Toyota Axio was also damaged. The two men then fled the scene. The police and emergency health services were notified and the injured man was conveyed to the San Fernando General Hospital for treatment. One spent 9mm shell was found on the scene by crime scene investigators. The victim also reportedly suffered injuries to his face as a result of broken glass during the shooting. Sgt Siew is continuing inquiries. More on this as it becomes available."
Cops investigate break-in at Caroni Licensing Authority,2024,3,6,12,23,"Operations at the Caroni Licensing Authority were disrupted yesterday morning for just over two hours, as police investigated a break-in. Police were told that around 2:45 am yesterday, security officers at the scene heard a strange noise. Upon investigating, they observed a man inside the building. An alarm was raised and the suspect fled the scene. Checks revealed a large hole in the glass panelling comprising part of the structure at the back of the building situated on the northern side of the compound. The reception area was observed to be ransacked. Police were told that four cashier drawers, which did not contain cash at the time, were opened and several documents, the nature of which are still to be determined, were missing. No cash or anything else of value was missing. The police were notified and a team of officers led by Cpl Phillips and PC Timothy responded and are continuing inquiries. Between 8 am and 11 am police were at the compound dusting for fingerprints, after which operations at the office resumed."
Woman robbed after leaving bank,2024,3,6,11,42,"Police are searching for suspects after a 67-year-old woman was robbed of $15,000 shortly after leaving Republic Bank in Independence Square, Port of Spain, on Monday. The victim told that police around 12:45 pm she was walking home via Cumberbatch Lane, Belmont, after taking out some money when she was ambushed by two men. One of the men struggled with the woman while the other grabbed her handbag that contained the cash. During the struggle, she was pushed to the ground and sustained injuries to her knees and hips. The assailants fled south along Cumberbatch Lane and then onto St Francois Valley Road. The woman reported the incident at Belmont Police Station and was then taken to the Port of Spain General Hospital where she was treated for her injuries. More on this as it becomes available."
"Bandits beat man during home invasion, drive away in Mercedes-Benz",2024,3,6,10,50,"A Carenage man who woke up to find intruders in his bedroom was beaten and his belongings, including a quantity of USD, televisions and his Mercedes-Benz, taken, police were told. According to police reports, the incident took place around 2:25 am on Tuesday morning. The 68-year-old man was asleep at home in Carenage when he was awakened by a loud noise, only to see three masked men, all armed with firearms, who forced their way into the bedroom. The intruders allegedly attacked the man, beating him and demanding money and valuables. Fearful for his life, the victim took the suspects into another room where they handed over an undisclosed sum of US currency, one Samsung Note 20, one 65"" smart TV, one 48"" smart TV, and the keys to a black Mercedes-Benz. The suspects then fled the scene in the Mercedes. The police were notified and a team comprising PC Belfon and PC Espinoza responded. The vehicle was recovered in the vicinity of the Family Planning building in Port of Spain. It has since been taken to the Carenage police station where it will be dusted for fingerprints. PC Espinoza is continuing inquiries. More on this as it becomes available."
Killed for vending? Police investigating Charlotte St murder,2024,3,6,9,52,"Police are investigating the brazen murder of 20-year-old Jaheim Diaz, who was gunned down on Charlotte Street, Port of Spain, yesterday afternoon. According to police reports, Diaz, from St Paul Street, was said to be selling juice and bottled water out of some Styrofoam coolers placed in the vicinity of Duke Street when he was confronted by a man wearing a dark t-shirt and a black mask. The suspect walked up to Diaz and shot him in the chest. The 20-year-old fell to the ground - the suspect stood over Diaz and shot him again, then fled the scene on foot. The police and emergency health services were notified, however, Diaz died at the scene. Officers of the Port of Spain Division and the Homicide Bureau responded. Police arrived shortly after and cordoned off the street, leading to gridlock traffic as they diverted drivers across Duke Street. Three spent shells were found by crime scene investigators. The incident led to heavy traffic in the capital city yesterday afternoon as commuters attempted to leave Port of Spain. Police said they have no official motive for the incident, however, they said that Diaz may have been killed because of an ongoing disagreement between gangs who operate in St Paul Street and Charlotte Street. As a result, it is believed that, even though Diaz could not be connected to any criminal activities, he may have been killed simply because of where he was known to reside and the perception of any affiliation. Diaz was said to have been warned about selling on Charlotte Street given this increase in gang activities, however, he always dismissed that he would become a target as he was not involved in any criminal activities. Police suspect the hit may be linked to the killing of 24-year-old disc jockey Elijan Babb."
Claxton Bay man in court for two separate murders,2024,3,6,8,47,"Police said a Claxton Bay man has appeared in court charged with two murders arising out of separate incidents which occurred in November 2023 and February 2024. In a statement, the Trinidad and Tobago Police Service (TTPS) said 33-year-old Mark ""West"" Nelson was charged with the murders of Lyndon Marcus, which occurred in the Claxton Bay district on November 7, 2023, and Luka Goring which occurred in the Gasparillo district on February 16, 2024, when he appeared before Master Shah in the San Fernando High Court, on March 4, 2024. The matters will next be heard on July 26, 2024. The TTPS said Marcus, 36, was shot and wounded close to his home on November 5, 2023 and died of his injuries at hospital on November 7, 2023. Meanwhile, Goring, 31, of Marabella, was at a fast food establishment on February 16, 2024, when he allegedly got into an argument with another man. During the incident, the victim armed himself with a knife and stabbed the man several times. The man then allegedly drew a firearm and fired several shots in the direction of the victim who collapsed and died at the scene. The armed man then made his escape. The TTPS said extensive enquiries were conducted by investigators of the Homicide Bureau of Investigations (HBI), Region Three, in collaboration with other law enforcement agencies and resulted in the arrest of a male suspect by officers of the Southern Division on February 25, 2024. The TTPS said Nelson was charged with Marcus’ murder by PC Griffith of the St Margaret’s Police Station and Goring’s murder by WPC George of HBI Region Three, on March 3, 2024, following advice received from Deputy Director of Public Prosecutions, Joan HonorePaul, on that same date. Investigations were supervised by Supt. Dhilpaul, ASP Persad, Insp. John, Insp. Maharaj and Sgt. Bridgemohan, all of HBI Region Three."
"‘No thanks Tropical Trump’, PM slams UNC’s link with Chastanet ",2024,3,5,23,59,
PM on crime: Gov't will continue to do what must be done ,2024,3,5,23,27,
Cops go for Trinibad: 'Medz Boss' charged with alleged gang membership,2024,3,5,11,51,"The police service has arrested and charged local musician Joseph Ollivierre, known as 'Medz Boss', with being a gang member, citing videos allegedly promoting gang violence and gang culture. In a statement, the Trinidad and Tobago Police Service said Ollivierre appeared before the North High Court on Monday after he was arrested and charged under the Anti-Gang Act of 2021. The TTPS said Ollivierre was charged with being a gang member and professing to being a gang member. The TTPS said Ollivierre was granted $40,000 bail with a surety when he appeared before Master Magaret Sookraj-Goswami. ""The charges follow an extensive investigation conducted by the Special Investigations Unit (SIU) Gang Enforcement Team, focusing primarily on videos posted on social media platforms promoting gang violence and gang culture."" Commissioner of Police, Erla Christopher said the development is part of the police service's mission to address gang-related activities: ""This case underscores our unwavering commitment to address and combat the promotion of gang-related activities, particularly through influential figures in the entertainment industry. “The lure of gangs is pervasive, as gang-culture is portrayed as glamourous and the in-thing, while we know otherwise. “Gang life is a direct pathway to poverty, prison and an early grave, as young men are mere pawns who are easily replaced”. “The TTPS will continue to work tirelessly to protect our citizens, especially the young and vulnerable, who also fall victim to the gang violence and culture that we vow to stamp out from our communities."" According to police reports, on February 29, officers from the Special Investigations Unit, under the supervision of Insp. Stanley, collaborated with the Guard and Emergency Branch (GEB), Inter-Agency Task Force, and K-9 Unit to execute an operation at Beetham Gardens, Port-of-Spain. This operation led to the arrest of Medz Boss, with a subsequent warrant executed at his residence, followed by further inquiries and thorough investigations by PC Mc Millan all under the guidance and advice of Senior Superintendent Paponette and the Legal Officer Zaheer Ali of the SIU. The TTPS said he is due to reappear in court on March 15, 2024. Prime Minister Dr Keith Rowley recentlycommentedon the connection between violent crime and music at amedia briefing, calling on local artists to clean up their lyrics. The debate has been the focus of discussions following a series of gang-related shootings including one in Laventille in which a12-year-old boy, Ezekiel Paria, was killed. Last month another musician, Kman 6ixx, wasalso arrested and chargedwith gang-related offences."
Workers stumble upon body in Chaguanas,2024,3,4,13,22,"Police are investigating a suspected homicide in Chaguanas. The discovery was made at 10am today by workers who went to a building along Oasis Phase 5 in Egypt Village to conduct some renovations. The body bore marks of violence. The police were notified and a team of officers from the Central Division and the Homicide Bureau, led by ASP Dipchand responded. Police said the victim was a man of African descent, approximately 6 feet in height, dark skin in complexion, clad in a dark blue T shirt, blue three quarter pants, sporting a hat and a side strap bag."
Radio personality gunned down in Laventille after party,2024,3,4,11,54,"The death of Red 96.7 FM disc jockey Elijah “Sugarz” Babb is believed to be linked to a disagreement with a partygoer. The 24-year-old was fatally shot in Port of Spain yesterday morning. According to police reports, at 8:10am Babb, of La Puerta in Diego Martin, was seated in a silver Honda City with two other people - a 20-year-old man from Sixth Street, Barataria, and a 34-year-old woman from Wharton Street, Laventille - having just performed at a party along Eastern Quarry Road off Pump Trace in Laventille. A group of men reportedly approached the car and opened fire, before escaping on foot. The other occupants of the vehicle soon realised that Babb had been shot several times. They immediately drove off to the Besson Street Police Station, and the bleeding 24-year-old was then conveyed to the Port of Spain General Hospital. However, he was pronounced dead on arrival. No one else was injured in this incident. Officials from the Port of Spain Division as well as the Homicide Bureau were notified and the scene of the shooting was examined by crime scene investigators. These experts, police said, recovered several spent 9mm shells at the scene. They also spoke to several people who were present at the time of the shooting, and key information was garnered. Requests for CCTV footage from cameras and businesses in the area were also made by investigators and is expected to be handed over today. The Honda City was also taken to the Besson Street Police Station to be examined by crime scene experts. Babb and the partygoer reportedly argued over several issues, including the fact that as Babb was from La Puerta, why he was performing in Eastern Quarry, as it was alleged that gangs that operate in these communities were currently 'warring' with each other. Babb reportedly disavowed any affiliations with criminal enterprises, however, the two groups continued arguing. The shooting, police said, happened shortly after. As a result, police believe that the incidents are linked. Anyone with information which could lead to the arrest of the suspects in the shooting that claimed the 24-year-old's life is asked to contact the Besson Street Police Station, or the Homicide Bureau at Riverside Plaza in Port of Spain. Information can also be given anonymously via 555 or 800-TIPS."
300 charged for speeding on highway in last three days,2024,3,4,11,13,"Police are once again pleading with drivers to adhere to road traffic laws and regulations. The call comes as 202 drivers were charged for speeding over the weekend. The drivers were targeted by officers of the Freeport Highway Patrol Unit in a police operation that took place between midday and 6pm yesterday and 10am and 6pm Saturday. The officers set up at various points in the Central Division along the Uriah Butler Highway and the Sir Solomon Hochoy Highway, and with the use of speed guns, they clocked 202 people driving above the speed limit of 100 km/h. As a result, these individuals were all ticketed. With this operation, over 300 persons have been issued tickets for speeding along these highways over the last three days, leaving officers concerned. And with the recent spike in road deaths for 2024, police are pleading with drivers to obey the speed limits, wear their seatbelts, and to exercise caution along the roadways, noting that the lives they save may very well be their own."
Cops make largest drug bust for 2024 in South Western Division,2024,3,4,7,37,"The Trinidad and Tobago Police Service (TTPS) said it has made its largest drug seizure for 2024 to date in the South Western Division, valued at $186 million. In a statement Sunday, the Trinidad and Tobago Police Service (TTPS) said after extensive surveillance, officers conducted an intelligence-led multi-agency exercise in the South Western Division, where officers ventured into a swampy forested area off Austin Trace, Coromandel Village, Cedros. When the officers searched the area, they found 67 crocus bags, each containing approximately 25 to 35 blocks of high-grade marijuana and cocaine. The TTPS said the marijuana weighed 1,521 kilograms, with an estimated street value of $167 million, while the 13.8 kilograms of cocaine had an estimated street value of $19.3 million. The exercise was coordinated by Snr Supt Soodeen, ASP Ramisir, Insp. Ramlogan, with officers of the Southern Division Task Force, South Western Division Task Force, Multi Options Police Section, National Operations Task Force, Guard and Emergency Branch, Riverine and Coastal Patrol Unit, Canine Unit, Air Support Unit, and the Trinidad and Tobago Coast Guard. Police Commissioner Erla Christopher said this is a significant seizure: “The Trinidad and Tobago Police Service remains relentless and focused on dismantling drug trafficking networks, as another criminal operation took a serious hit to the tune of $186 million when officers orchestrated a strategic exercise in the South Western Division earlier today.” “This is a significant seizure for the TTPS and a major victory in our ongoing fight against illegal drugs and drug trafficking networks. We will continue to work alongside other arms of law enforcement to gather the requisite intelligence and through our strategic action, criminals will get the message that their illegal activities will not be tolerated.” The TTPS said enquiries are continuing."
Missing Tobago man found dead,2024,3,3,14,54,"A Tobago man who was reported missing on Friday was found dead on Sunday. According to the Hunters Search and Rescue Team (HSRT), around midday Rabindranath Bridgemohan, from Carnbee was found at Canoe Bay, Friendship Estate, shot dead. The HSRT, led by Captain Vallence Rambharat said confirmation came from Bridgemohan’s wife. His vehicle, which was reported missing at the time of his disappearance, was recovered there."
"Cops detain 5 for suspected gang activities, ticket 100 for speeding",2024,3,3,12,28,"Police operations over the weekend saw five people arrested for gang-related activities and 100 tickets issued for speeding. Reports indicate that the five were held on Friday night during a police anti-crime operation by officers of the North Central Division Task Force (Area West). The officers had cause to intercept a blue AD Wagon with five occupants. The lawmen searched the vehicle, and performed background checks which revealed that the men were wanted in connection with motor vehicle larceny and gang-related activities. The men are between the ages 20 to 33, and are from Tunapuna, Arima, and St. Augustine. They were immediately detained. Acting on intelligence received, the officers made their way to an open area of land along Achong Trace in Tunapuna about 3pm on Saturday. There they found a revolver with the markings RG10. It was loaded with two rounds of .22 mm ammunition. The gun was seized and is expected to be taken for ballistic testing to determine if it can be linked to recent reports of shootings and homicides in the district. PC Gomez is continuing inquiries. Meanwhile, 100 people were caught speeding during a police operation from 10am and 6pm on Saturday. The operation was conducted at various points within the Central Division along the Sir Solomon Hochoy Highway and the Uriah Butler Highway. The operation was sanctioned by Snr Sup Powder, and was supervised by Sgt Ramjit. Using sped guns, officers were able to clock 100 people operating vehicles at over the speed limit of 100km/h. As a result, they were all stopped and issued fixed penalty tickets. No arrests were made in this operation."
"One killed, another injured in separate shootings in Tunapuna",2024,3,3,12,0,"Two shootings in Tunapuna on Saturday have left one man dead and another injured. According to police reports, around 10:30am Rajesh Ramlakhan, 26, of Achong Trace in Tunapuna, was shot dead at his home. Residents heard a series of explosions, and on checking, found Ramlakhan on his couch, shot to the head. The police and emergency health services were notified, and the injured man was taken to the Eric Williams Medical Sciences Complex in Mt Hope. He died while undergoing treatment. Police were told that prior to his death, Ramlakhan was seen liming with a man he knew. After the gunshots, the man was seen fleeing the scene. One spent shell and a quantity of marijuana were found and seized at the scene. A team of officers led by Insp Pierre and Sgt Davis, from the Northern Division and the Homicide Bureau responded. Enquiries are continuing. Meanwhile, a 38-year-old man was shot in Tunapuna last night. The victim told police that around 10:15pm he was standing along St Augustine Circular Road near the Tunapuna Market when he was approached by a man dressed in dark clothing. The suspect allegedly pulled out a firearm and, without warning, shot at the 38-year-old. The victim felt burning sensations in his left arm and right ear. He ran to his car which was parked nearby and drove to the Tunapuna Police Station. He informed the police that he was shot and was taken to the Eric Williams Medical Sciences Complex in Mt Hope. His condition was said to be stable up to 9am today. The suspect still hasn't been found. WPC Singh is continuing inquiries."
Three shootings in North West Trinidad over last 24 hours,2024,3,3,11,38,"Police officers have had a busy 24 hours with at least two fatalities from three shootings reported in Petit Valley, Laventille and Port of Spain. According to police reports, around 12:10am today, residents of Upper Simeon Road, Petit Valley heard several explosions. Upon investigating they found Terrance Clarke aka ""Timeless"" bleeding on the ground. The police and emergency health services were notified, and a team of officers from the Western Division responded. Clarke was taken to the St James Medical Complex where he succumbed to his wounds. Meanwhile, police responded to a report of a shooting in Laventille around 9am today. Residents of Eastern Quary reported hearing several explosions and notified the police. Officers of the Inter-Agency Task Force and the Besson Street Police Station responded. Initial reports indicate there was one casualty on the scene. And, a member of the T&T Defence Force was shot just before 10pm Saturday in Port of Spain in an incident that claimed the life of another man. According to police reports, the victims were liming near East Side Plaza when they were confronted by a gunman. Several explosions were heard, after which the suspect fled the scene. Mosi Ross, from Duncan Street Plannings, as well as the soldier, who lives in Beetham Gardens, were found bleeding on the ground. The police and emergency health services were notified but Ross, who was shot in the head, succumbed to his wounds. The soldier was transported to the Port of Spain General Hospital where he was treated for a gunshot wound to his right leg. A team of officers from the Port of Spain Division and the Homicide Bureau led by Sgt Romeo, Sgt Dowlat, and others, responded. Three spent 7.62mm shells were found on the scene. Cpl Perriera is continuing inquiries."
Man shot while driving car in Tobago,2024,3,2,13,49,"A man was shot and killed in Tobago on Saturday morning. He has been identified as 23-year-old Jafari Fraser. According to reports, around 4am Fraser was driving his car along Windward Road, Pembroke, when he was shot. He crashed the vehicle into a shop. This is Tobago's sixth murder for the year."
Two women held in connection with larceny at Starlite Pharmacy,2024,3,2,13,14,"Two female suspects have been arrested following investigations into a report of larceny at Starlite Pharmacy, Maraval. The incident is alleged to have occurred on February 21. Following extensive investigations into the matter, officers of the Port of Spain Criminal Investigations Department conducted an exercise between 11am and 7:20pm on March 1, during which they proceeded to the Rio Claro district where the two suspects were being held. The women, a 55-year-old of Port of Spain and a 27-year-old of Chaguanas, were arrested by officers of the Rio Claro Police Station on February 29, acting on information received. Meanwhile, one male suspect was arrested in connection with a report of larceny from the person reported in the Port of Spain district on February 25. Reports indicate the victim was walking along Charlotte Street, when a man allegedly grabbed a gold chain from around her neck. On March 1, the victim was walking along Charlotte Street, when she observed the same individual and alerted officers who were on mobile patrol at the time. The suspect of Beetham Gardens was held and taken to the Port of Spain Criminal Investigation Department. Investigations are ongoing into the two above matters."
